,airing_data_id,airing_data_aired_at_et,creative_data_id,brand_data_id,view_completion_data_rate_interruption,airing_data_spend_estimated,audience_data_impressions,brand_data_name
36,190774157,2019-01-01T00:08:46-05:00,1887149,30822,0.0,388.49,206875.0,Tostitos
37,190774176,2019-01-01T00:08:57-05:00,1972467,21077,3.38982759,81.02,23557.0,Subaru
38,190774177,2019-01-01T00:09:09-05:00,2021980,21036,0.58309942,745.23,123080.0,Sprint
39,190774216,2019-01-01T00:09:16-05:00,2035409,20005,1.86339564,858.62,159456.0,Gatorade
40,190774217,2019-01-01T00:09:16-05:00,1944537,21118,1.83490741,392.28,56190.0,TD Ameritrade
41,190774224,2019-01-01T00:09:36-05:00,2041781,32537,0.65360262,499.57,89503.0,Delsym
42,190774240,2019-01-01T00:09:19-05:00,2004389,21077,1.37729996,61603.84,4608954.0,Subaru
43,190774245,2019-01-01T00:09:39-05:00,1864575,21011,1.173,745.23,112721.0,Sonic Drive-In
44,190774269,2019-01-01T00:09:54-05:00,2043215,41218,0.0,188.69,195375.0,Dove Skin Care
45,190774270,2019-01-01T00:09:54-05:00,1807584,30568,0.0,364.0,171698.0,Dove
46,190774273,2019-01-01T00:09:41-05:00,1974543,21077,2.00799197,595.08,89235.0,Subaru
47,190774281,2019-01-01T00:09:46-05:00,2043091,20006,1.56250784,858.62,160357.0,GEICO
48,190774283,2019-01-01T00:09:46-05:00,1944476,30774,0.0,427.16,68500.0,Little Caesars Pizza
49,190774299,2019-01-01T00:09:53-05:00,2048005,30672,1.21460446,2943.8,335825.0,Applebee's
50,190774300,2019-01-01T00:10:09-05:00,1830216,30374,0.0,364.0,118229.0,Charmin
51,190774301,2019-01-01T00:10:09-05:00,2043295,30147,0.0,188.69,264108.0,Cheerios
52,190774306,2019-01-01T00:10:13-05:00,1747982,31049,0.0,33.25,23153.0,Ensure
53,190774307,2019-01-01T00:10:01-05:00,1862559,31466,1.48148148,643.72,59600.0,CarMax
54,190774312,2019-01-01T00:10:01-05:00,2013459,21077,3.88352941,392.28,54296.0,Subaru
55,190774332,2019-01-01T00:10:06-05:00,2041374,30484,1.31870044,999.15,81931.0,Taco Bell
56,190774333,2019-01-01T00:10:07-05:00,1899185,20819,0.0,133.32,47506.0,Progressive
57,190774337,2019-01-01T00:10:26-05:00,1740332,20320,0.47170616,932.02,181426.0,Lactaid
58,190774347,2019-01-01T00:10:15-05:00,2043515,20006,0.67110738,432.38,114802.0,GEICO
59,190774353,2019-01-01T00:10:16-05:00,1967204,19311,1.56738994,858.62,110022.0,Honda
60,190774354,2019-01-01T00:10:31-05:00,1949715,20433,1.0,196.14,48301.0,Match.com
61,190774367,2019-01-01T00:10:36-05:00,1879625,30448,0.43290672,499.57,126817.0,Hershey's
62,190774368,2019-01-01T00:10:23-05:00,2002679,21077,1.23199588,2943.8,333966.0,Subaru
63,190774387,2019-01-01T00:10:40-05:00,1882184,30377,0.0,364.0,122442.0,Crest
64,190774388,2019-01-01T00:10:41-05:00,1907676,30822,0.46948357,932.02,196855.0,Tostitos
65,190774395,2019-01-01T00:10:45-05:00,1667497,20433,0.0,216.19,101647.0,Match.com
66,190774396,2019-01-01T00:10:46-05:00,2040210,19918,0.0,321.86,42763.0,Expedia
67,190774402,2019-01-01T00:10:51-05:00,2043215,41218,0.64100427,499.57,86926.0,Dove Skin Care
68,190774410,2019-01-01T00:10:58-05:00,1772757,30561,0.0,870.55,202647.0,Tropicana
69,190774423,2019-01-01T00:11:04-05:00,1989589,30586,0.83330556,702.51,256375.0,Allegra
70,190774436,2019-01-01T00:11:07-05:00,1917530,21011,0.0,66.66,60452.0,Sonic Drive-In
71,190774444,2019-01-01T00:11:11-05:00,1901984,20598,0.4587156,932.02,169660.0,Neutrogena (Skin Care)
72,190774445,2019-01-01T00:10:54-05:00,2035409,20005,1.53852713,727.99,142830.0,Gatorade
73,190774454,2019-01-01T00:11:01-05:00,2044210,41995,2.20588235,643.72,72195.0,Amazon Studios
74,190774466,2019-01-01T00:11:20-05:00,2041781,32537,0.0,95.69,78104.0,Delsym
75,190774468,2019-01-01T00:11:21-05:00,1667425,30821,0.20960168,499.57,114146.0,Pillsbury
76,190774491,2019-01-01T00:11:16-05:00,1848272,20819,3.03030303,427.16,45193.0,Progressive
77,190774496,2019-01-01T00:11:30-05:00,1933345,30774,0.47170213,502.19,252696.0,Little Caesars Pizza
78,190774500,2019-01-01T00:11:35-05:00,1828707,31616,0.86956522,95.69,83571.0,Go-GURT
79,190774501,2019-01-01T00:11:36-05:00,1439541,30248,0.0,499.57,116457.0,Tylenol
80,190774504,2019-01-01T00:11:37-05:00,1927833,30703,0.0,66.66,52688.0,Quaker
81,190774522,2019-01-01T00:11:39-05:00,2041680,30484,0.0,22.65,20881.0,Taco Bell
82,190774524,2019-01-01T00:11:46-05:00,1953741,60086,0.71942446,0.0,47620.0,AMC Premiere
83,190774532,2019-01-01T00:11:51-05:00,1954005,30763,0.61600823,499.57,120996.0,Lysol
84,190774533,2019-01-01T00:11:52-05:00,2044156,30078,0.0,66.66,63171.0,Red Lobster
85,190774541,2019-01-01T00:11:58-05:00,1601014,30149,0.7407037,870.55,170928.0,Progresso Soup
86,190774547,2019-01-01T00:11:45-05:00,1848272,20819,7.07550827,1004.37,189461.0,Progressive
87,190774548,2019-01-01T00:12:06-05:00,1943265,32613,0.0,325.9,102063.0,Robitussin
88,190774569,2019-01-01T00:12:09-05:00,1772338,31183,2.63162162,45.3,32292.0,Credit Karma
89,190774570,2019-01-01T00:12:10-05:00,2043441,30378,2.22222222,727.99,133276.0,Dawn
90,190774577,2019-01-01T00:11:46-05:00,1578875,31457,0.0,854.32,51471.0,Blue Buffalo
91,190774582,2019-01-01T00:12:35-05:00,2041680,30484,0.0,95.69,60520.0,Taco Bell
92,190774586,2019-01-01T00:12:36-05:00,1943292,30660,0.0,325.9,88575.0,Aveeno
93,190774591,2019-01-01T00:12:40-05:00,1873643,30264,0.0,364.0,113010.0,Garnier (Hair Care)
94,190774612,2019-01-01T00:12:46-05:00,2043867,19776,0.0,246.68,100402.0,Dairy Queen
95,190774624,2019-01-01T00:12:39-05:00,2043515,20006,0.0,45.3,34653.0,GEICO
96,190774627,2019-01-01T00:12:58-05:00,2041979,30481,0.35459075,870.55,186410.0,KFC
97,190774629,2019-01-01T00:12:44-05:00,1834114,20819,0.76628352,2886.54,165581.0,Progressive
98,190774635,2019-01-01T00:12:50-05:00,1645328,31457,0.87719298,191.38,84260.0,Blue Buffalo
99,190774641,2019-01-01T00:13:09-05:00,2044455,31367,0.0,22.65,30357.0,Old El Paso
100,190774654,2019-01-01T00:13:21-05:00,1601014,30149,0.85230114,1119.11,188092.0,Progresso Soup
101,190774671,2019-01-01T00:13:16-05:00,2022393,21036,1.53846154,1756.11,112509.0,Sprint
102,190774672,2019-01-01T00:13:31-05:00,1878831,36379,1.61291892,246.68,136381.0,Trolli
103,190774677,2019-01-01T00:13:35-05:00,2043136,31149,0.56659091,1119.11,233826.0,Golden Corral
104,190774678,2019-01-01T00:13:20-05:00,1726105,20819,0.0,191.38,85367.0,Progressive
105,190774684,2019-01-01T00:13:26-05:00,1503881,19288,0.0,874.3,100593.0,Allstate
106,190774691,2019-01-01T00:13:45-05:00,2034793,21158,0.0,246.68,108457.0,The Home Depot
107,190774703,2019-01-01T00:13:54-05:00,1944653,30774,2.04083333,22.65,35115.0,Little Caesars Pizza
108,190774704,2019-01-01T00:13:56-05:00,2025419,30483,0.0,437.15,101210.0,Pizza Hut
109,190774727,2019-01-01T00:14:10-05:00,1878676,19680,0.0,437.15,78180.0,Clorox
110,190774744,2019-01-01T00:14:24-05:00,1892529,31119,1.15830116,758.18,94204.0,Samuel Adams
111,190774745,2019-01-01T00:14:25-05:00,2043287,21369,0.0,22.65,27304.0,Wendy's
112,190774748,2019-01-01T00:14:11-05:00,2043116,20006,1.06760714,1812.03,210058.0,GEICO
113,190774751,2019-01-01T00:14:08-05:00,1899185,20819,7.84400184,8430.11,459865.0,Progressive
114,190774762,2019-01-01T00:14:17-05:00,2043340,21369,1.5625,1756.11,169739.0,Wendy's
115,190774778,2019-01-01T00:14:39-05:00,1876571,31898,1.16730469,758.18,138160.0,Cheetos
116,190774802,2019-01-01T00:14:54-05:00,2011867,21078,0.78121569,758.18,110773.0,Subway
117,190774803,2019-01-01T00:14:39-05:00,2035409,20005,0.0,45.3,33827.0,Gatorade
118,190774805,2019-01-01T00:14:41-05:00,2044269,30672,1.39369338,1812.03,204992.0,Applebee's
119,190774818,2019-01-01T00:15:09-05:00,2041979,30481,0.0,22.65,31445.0,KFC
120,190774823,2019-01-01T00:15:11-05:00,2006175,21211,0.3447931,906.01,156180.0,T-Mobile
121,190774827,2019-01-01T00:14:53-05:00,1757867,20598,13.3333,8430.11,678543.0,Neutrogena (Skin Care)
122,190774829,2019-01-01T00:15:01-05:00,2034018,21301,1.03088083,493.36,122877.0,USAA
123,190774830,2019-01-01T00:15:17-05:00,2041979,30481,0.0,761.35,140672.0,KFC
124,190774840,2019-01-01T00:15:24-05:00,2043295,30147,0.0,22.65,31382.0,Cheerios
125,190774851,2019-01-01T00:15:31-05:00,1777044,30694,0.51549223,246.68,135257.0,Preparation H
126,190774877,2019-01-01T00:15:23-05:00,1786354,30374,4.95590083,8430.11,566531.0,Charmin
127,190774901,2019-01-01T00:15:56-05:00,2021980,21036,1.21461538,442.56,75302.0,Sprint
128,190774908,2019-01-01T00:15:53-05:00,2044156,30078,2.40689794,4215.05,605477.0,Red Lobster
129,190774926,2019-01-01T00:16:01-05:00,2043297,31049,0.0,33.25,28701.0,Ensure
130,190774975,2019-01-01T00:16:01-05:00,2037995,19918,3.57140299,858.62,107720.0,Expedia
131,190774991,2019-01-01T00:16:24-05:00,2036310,20399,0.4889951,530.96,185907.0,Macy's
132,190775003,2019-01-01T00:16:11-05:00,2037369,30498,0.67570946,1812.03,200980.0,Sleep Number
133,190775021,2019-01-01T00:16:08-05:00,1972467,21077,2.83379837,8430.11,462463.0,Subaru
134,190775052,2019-01-01T00:16:37-05:00,2036467,19362,0.0,210.37,101370.0,Ashley HomeStore
135,190775056,2019-01-01T00:16:41-05:00,1785479,51981,0.39840637,442.56,154635.0,JPMorgan Chase (Credit Card)
136,190775063,2019-01-01T00:16:46-05:00,2041814,20661,1.96078431,33.25,28250.0,Office Depot & OfficeMax
137,190775114,2019-01-01T00:16:43-05:00,1605151,30703,3.57140873,2943.8,321274.0,Quaker
138,190775121,2019-01-01T00:17:01-05:00,1933085,30526,0.0,33.25,18442.0,Gold Bond
139,190775152,2019-01-01T00:17:09-05:00,1943292,30660,0.46948357,932.02,98037.0,Aveeno
140,190775156,2019-01-01T00:17:09-05:00,2034861,20187,0.24880597,530.96,155063.0,IKEA
141,190775163,2019-01-01T00:16:56-05:00,2037369,30498,1.57480315,885.12,162189.0,Sleep Number
142,190775202,2019-01-01T00:17:22-05:00,1907676,30822,0.0,210.37,127345.0,Tostitos
143,190775225,2019-01-01T00:16:51-05:00,2036310,20399,0.49509901,420.9,133568.0,Macy's
144,190775246,2019-01-01T00:17:32-05:00,1944653,30774,1.02040956,429.31,177954.0,Little Caesars Pizza
145,190775247,2019-01-01T00:17:26-05:00,2031724,20443,1.99199203,194.24,200750.0,McDonald's
146,190775257,2019-01-01T00:17:06-05:00,1740332,20320,0.49509901,420.9,135706.0,Lactaid
147,190775260,2019-01-01T00:17:23-05:00,2023844,20006,2.31670014,198426.16,8664759.0,GEICO
148,190775262,2019-01-01T00:17:39-05:00,1772757,30561,0.46300926,932.02,180001.0,Tropicana
149,190775264,2019-01-01T00:17:39-05:00,1841093,19831,0.98039216,530.96,226921.0,Dole
150,190775274,2019-01-01T00:17:31-05:00,1921376,30804,0.0,66.51,21120.0,Domino's
151,190775285,2019-01-01T00:17:35-05:00,2041374,30484,1.75438596,81.02,16285.0,Taco Bell
152,190775288,2019-01-01T00:17:52-05:00,2043733,19536,0.23579196,499.57,118962.0,Burger King
153,190775302,2019-01-01T00:17:54-05:00,2031724,20443,1.2225,530.96,227079.0,McDonald's
154,190775324,2019-01-01T00:18:00-05:00,1667497,20433,0.0,702.51,260699.0,Match.com
155,190775330,2019-01-01T00:17:47-05:00,1772338,31183,9.215,858.62,142152.0,Credit Karma
156,190775334,2019-01-01T00:18:05-05:00,2006175,21211,0.0,40.51,20600.0,T-Mobile
157,190775338,2019-01-01T00:18:07-05:00,1807584,30568,0.23261072,499.57,119030.0,Dove
158,190775339,2019-01-01T00:17:52-05:00,2041374,30484,2.85714286,420.73,86686.0,Taco Bell
159,190775340,2019-01-01T00:17:36-05:00,1956296,20331,0.0,420.9,102428.0,La-Z-Boy
160,190775346,2019-01-01T00:18:13-05:00,1879579,35228,0.63420719,1471.9,325229.0,Grubhub
161,190775349,2019-01-01T00:17:59-05:00,2037369,30498,1.40852113,643.72,77590.0,Sleep Number
162,190775351,2019-01-01T00:18:17-05:00,2043136,31149,0.0,429.31,141321.0,Golden Corral
163,190775355,2019-01-01T00:18:22-05:00,1878431,30448,0.23150463,499.57,112317.0,Hershey's
164,190775364,2019-01-01T00:18:21-05:00,1787890,20598,0.56789881,30801.92,3172905.0,Neutrogena (Skin Care)
165,190775380,2019-01-01T00:18:23-05:00,2041310,19371,8.57142857,420.73,94855.0,AT&T Wireless
166,190775384,2019-01-01T00:18:06-05:00,1944653,30774,0.0,420.9,120987.0,Little Caesars Pizza
167,190775385,2019-01-01T00:18:38-05:00,2006175,21211,3.44821429,629.27,104592.0,T-Mobile
168,190775389,2019-01-01T00:18:24-05:00,1944476,30774,7.86799492,1061.93,242696.0,Little Caesars Pizza
169,190775393,2019-01-01T00:18:30-05:00,2022181,21211,0.60978593,1405.02,100033.0,T-Mobile
170,190775394,2019-01-01T00:18:29-05:00,1784060,33293,2.7972028,643.72,51375.0,Booking.com
171,190775396,2019-01-01T00:18:34-05:00,2043867,19776,1.90479714,502.19,162195.0,Dairy Queen
172,190775405,2019-01-01T00:18:52-05:00,1882130,30737,0.45659817,499.57,128439.0,Nature Valley
173,190775430,2019-01-01T00:18:49-05:00,1747982,31049,1.94170316,502.19,219861.0,Ensure
174,190775434,2019-01-01T00:18:41-05:00,2036376,30152,2.42919028,388.49,187140.0,Chevrolet
175,190775435,2019-01-01T00:19:07-05:00,2013255,30078,0.0,364.0,99715.0,Red Lobster
176,190775438,2019-01-01T00:18:54-05:00,2043104,20006,2.75229358,1864.05,179732.0,GEICO
177,190775447,2019-01-01T00:19:11-05:00,1896264,19693,1.65289256,297.54,105164.0,Colgate
178,190775452,2019-01-01T00:18:59-05:00,1998529,30613,1.42863309,643.72,59043.0,Dish Network
179,190775454,2019-01-01T00:19:04-05:00,2043136,31149,1.48150617,502.19,278769.0,Golden Corral
180,190775457,2019-01-01T00:18:52-05:00,1848272,20819,0.89289552,1490.46,121364.0,Progressive
181,190775462,2019-01-01T00:19:11-05:00,2043297,31049,0.41318182,194.24,176100.0,Ensure
182,190775465,2019-01-01T00:19:22-05:00,1984273,32488,0.0,499.57,129797.0,Airborne
183,190775484,2019-01-01T00:19:22-05:00,1933345,30774,1.173,745.23,197887.0,Little Caesars Pizza
184,190775494,2019-01-01T00:19:19-05:00,1878431,30448,0.2494015,502.19,238598.0,Hershey's
185,190775506,2019-01-01T00:19:26-05:00,2044156,30078,0.82991667,194.24,171182.0,Red Lobster
186,190775521,2019-01-01T00:19:37-05:00,2041814,20661,0.0,364.0,102324.0,Office Depot & OfficeMax
187,190775532,2019-01-01T00:19:26-05:00,1944476,30774,4.18410042,595.08,101225.0,Little Caesars Pizza
188,190775535,2019-01-01T00:19:41-05:00,2043867,19776,0.0,279.55,64880.0,Dairy Queen
189,190775540,2019-01-01T00:19:37-05:00,2021980,21036,0.58139942,745.23,173049.0,Sprint
190,190775546,2019-01-01T00:19:52-05:00,1667425,30821,0.40979508,499.57,133600.0,Pillsbury
191,190775547,2019-01-01T00:19:54-05:00,2032311,19871,0.0,216.19,121374.0,Electronic Arts (EA)
192,190775552,2019-01-01T00:19:53-05:00,1876571,31898,0.0,629.27,149190.0,Cheetos
193,190775553,2019-01-01T00:19:52-05:00,2006175,21211,0.0,364.0,76011.0,T-Mobile
194,190775554,2019-01-01T00:19:53-05:00,2043136,31149,0.0,210.37,141592.0,Golden Corral
195,190775617,2019-01-01T00:19:50-05:00,2042801,30397,3.7037037,133.32,66750.0,Tide
196,190775624,2019-01-01T00:20:06-05:00,2022751,30483,1.02670782,499.57,140666.0,Pizza Hut
197,190775634,2019-01-01T00:20:11-05:00,1747982,31049,0.95240385,192.78,106236.0,Ensure
198,190775635,2019-01-01T00:19:56-05:00,2041439,19288,0.85841202,595.08,88776.0,Allstate
199,190775637,2019-01-01T00:20:12-05:00,2010792,19564,3.48835294,279.55,84448.0,Campbell's Soup
200,190775659,2019-01-01T00:20:21-05:00,2039992,30821,0.0,95.69,102553.0,Pillsbury
201,190775662,2019-01-01T00:20:08-05:00,2041439,19288,0.0,1258.55,139601.0,Allstate
202,190775663,2019-01-01T00:20:21-05:00,2042809,30535,0.0,364.0,141334.0,L'Oreal Paris Skin Care
203,190775684,2019-01-01T00:20:36-05:00,1992387,69786,0.90908257,95.69,106805.0,Lysol (Laundry)
204,190775685,2019-01-01T00:20:38-05:00,2043867,19776,0.0,629.27,97064.0,Dairy Queen
205,190775696,2019-01-01T00:20:36-05:00,2041680,30484,0.0,364.0,102062.0,Taco Bell
206,190775697,2019-01-01T00:20:23-05:00,1712823,31457,0.0,420.73,115497.0,Blue Buffalo
207,190775725,2019-01-01T00:20:26-05:00,2002557,31183,3.6145122,559.11,76207.0,Credit Karma
208,190775726,2019-01-01T00:20:25-05:00,2022393,21036,2.75590551,1741.11,96988.0,Sprint
209,190775752,2019-01-01T00:20:51-05:00,2031724,20443,0.90908257,95.69,111969.0,McDonald's
210,190775753,2019-01-01T00:20:53-05:00,2036310,20399,0.0,629.27,141550.0,Macy's
211,190775778,2019-01-01T00:21:00-05:00,2013255,30078,1.42863309,321.86,76357.0,Red Lobster
212,190775784,2019-01-01T00:21:02-05:00,2009064,19536,0.37040741,410.97,163637.0,Burger King
213,190775788,2019-01-01T00:21:08-05:00,1667425,30821,3.22566667,629.27,139733.0,Pillsbury
214,190775789,2019-01-01T00:21:06-05:00,1980016,32613,0.0,364.0,98789.0,Robitussin
215,190775790,2019-01-01T00:20:53-05:00,2036376,30152,3.44821429,420.73,119419.0,Chevrolet
216,190775795,2019-01-01T00:20:56-05:00,1921376,30804,0.0,385.55,64634.0,Domino's
217,190775799,2019-01-01T00:21:11-05:00,1954005,30763,1.2345679,279.55,110820.0,Lysol
218,190775822,2019-01-01T00:21:21-05:00,1907676,30822,0.74066667,364.0,152865.0,Tostitos
219,190775827,2019-01-01T00:21:25-05:00,1944293,30774,3.28947368,225.31,86960.0,Little Caesars Pizza
220,190775828,2019-01-01T00:21:27-05:00,1917530,21011,2.17391304,33.25,28159.0,Sonic Drive-In
221,190775836,2019-01-01T00:21:27-05:00,2031724,20443,0.0,279.55,110404.0,McDonald's
222,190775841,2019-01-01T00:21:22-05:00,1749021,35157,0.85230114,745.23,184827.0,Monster.com
223,190775848,2019-01-01T00:21:23-05:00,1968785,30535,0.0,420.73,113982.0,L'Oreal Paris Skin Care
224,190775849,2019-01-01T00:21:36-05:00,1944653,30774,0.0,364.0,160252.0,Little Caesars Pizza
225,190775857,2019-01-01T00:21:42-05:00,2039992,30821,0.0,33.25,28092.0,Pillsbury
226,190775862,2019-01-01T00:21:37-05:00,1653738,20433,2.27269886,745.23,150450.0,Match.com
227,190775863,2019-01-01T00:21:32-05:00,1887149,30822,2.22218519,821.95,201103.0,Tostitos
228,190775870,2019-01-01T00:21:48-05:00,1955179,30774,0.0,188.69,217078.0,Little Caesars Pizza
229,190775877,2019-01-01T00:21:41-05:00,2041439,19288,2.2727907,45.3,29928.0,Allstate
230,190775882,2019-01-01T00:21:40-05:00,2034018,21301,2.0270068,450.61,102956.0,USAA
231,190775903,2019-01-01T00:21:56-05:00,1974543,21077,1.85185185,651.79,101127.0,Subaru
232,190775918,2019-01-01T00:22:03-05:00,2002557,31183,0.0,377.38,240198.0,Credit Karma
233,190775937,2019-01-01T00:22:32-05:00,2044156,30078,0.78121569,410.97,196380.0,Red Lobster
234,190775960,2019-01-01T00:22:42-05:00,1863812,31898,0.0,279.55,111720.0,Cheetos
235,190775971,2019-01-01T00:22:56-05:00,1932432,30737,7.14290909,325.9,74933.0,Nature Valley
236,190775972,2019-01-01T00:22:56-05:00,1772757,30561,0.0,22.65,31028.0,Tropicana
237,190775992,2019-01-01T00:23:12-05:00,1747982,31049,0.0,33.25,31797.0,Ensure
238,190776003,2019-01-01T00:23:25-05:00,1931745,19564,0.0,325.9,101177.0,Campbell's Soup
239,190776009,2019-01-01T00:23:13-05:00,2041439,19288,2.22218519,858.62,170561.0,Allstate
240,190776013,2019-01-01T00:23:34-05:00,1896264,19693,0.0,188.69,252795.0,Colgate
241,190776030,2019-01-01T00:23:43-05:00,2044057,19644,0.36628676,429.31,145679.0,Chili's
242,190776039,2019-01-01T00:23:49-05:00,1830216,30374,0.0,188.69,261743.0,Charmin
243,190776048,2019-01-01T00:23:56-05:00,2034119,21158,0.72730909,758.18,88638.0,The Home Depot
244,190776051,2019-01-01T00:23:57-05:00,1905279,30841,0.0,33.25,23477.0,Advil
245,190776054,2019-01-01T00:24:04-05:00,2044035,21011,0.0,40.51,30563.0,Sonic Drive-In
246,190776072,2019-01-01T00:24:26-05:00,1614557,30821,2.0,22.65,30428.0,Pillsbury
247,190776085,2019-01-01T00:24:19-05:00,2035409,20005,3.77358491,81.02,33748.0,Gatorade
248,190776087,2019-01-01T00:24:39-05:00,2041979,30481,0.42021008,1443.27,242790.0,KFC
249,190776094,2019-01-01T00:24:47-05:00,2043287,21369,0.0,410.97,127426.0,Wendy's
250,190776099,2019-01-01T00:24:50-05:00,1882130,30737,1.82479927,499.57,123862.0,Nature Valley
251,190776102,2019-01-01T00:24:56-05:00,2043287,21369,1.92307692,22.65,30712.0,Wendy's
252,190776103,2019-01-01T00:24:41-05:00,1784060,33293,0.72730909,1516.35,105331.0,Booking.com
253,190776107,2019-01-01T00:24:58-05:00,1770432,33293,2.18450122,702.51,274051.0,Booking.com
254,190776126,2019-01-01T00:24:55-05:00,2004389,21077,10.58821176,2228.38,315017.0,Subaru
255,190776128,2019-01-01T00:25:11-05:00,1909687,32266,0.36229091,758.18,137781.0,Mucinex
256,190776135,2019-01-01T00:25:17-05:00,1933345,30774,1.1627907,410.97,163004.0,Little Caesars Pizza
257,190776138,2019-01-01T00:25:05-05:00,2035409,20005,2.5925974,999.15,162382.0,Gatorade
258,190776155,2019-01-01T00:25:20-05:00,1673185,31327,1.92730028,4215.05,637603.0,V8 Juice
259,190776174,2019-01-01T00:25:35-05:00,2043867,19776,1.83739978,4215.05,401433.0,Dairy Queen
260,190776182,2019-01-01T00:25:41-05:00,2041374,30484,1.92307692,45.3,21361.0,Taco Bell
261,190776186,2019-01-01T00:25:58-05:00,1872531,32158,0.0,429.31,158330.0,Lee Jeans
262,190776194,2019-01-01T00:25:52-05:00,1982222,31466,1.86220149,2943.8,402673.0,CarMax
263,190776200,2019-01-01T00:26:12-05:00,2044156,30078,0.369,906.01,226141.0,Red Lobster
264,190776204,2019-01-01T00:26:05-05:00,1899491,30343,1.4772996,4215.05,671727.0,Theraflu
265,190776209,2019-01-01T00:26:24-05:00,1892529,31119,0.40160643,1443.27,172683.0,Samuel Adams
266,190776216,2019-01-01T00:26:13-05:00,2025194,20006,2.98100543,1405.02,201044.0,GEICO
267,190776223,2019-01-01T00:26:29-05:00,1955509,19906,1.01010152,246.68,170104.0,Esurance
268,190776231,2019-01-01T00:26:38-05:00,2044455,31367,0.55970149,1471.9,391689.0,Old El Paso
269,190776235,2019-01-01T00:26:41-05:00,2041680,30484,1.41240113,1119.11,156351.0,Taco Bell
